10,10,106,263
126,10,106,263
242,10,106,263
358,10,106,263
474,10,106,263
590,10,106,263
706,10,106,263
822,10,106,263
938,10,106,263
1054,10,106,263
1170,10,106,263
1286,10,106,263
1402,10,106,263
1518,10,106,263
1634,10,106,263
1750,10,106,263
1866,10,106,263
1982,10,106,263
2098,10,106,263
2214,10,106,263
2330,10,106,263
2446,10,106,263
2562,10,106,263
10,10,106,263
2678,10,110,263
2798,10,121,263
2929,10,126,263
3065,10,123,263
3198,10,121,263
3329,10,118,263
3457,10,116,263
3583,10,114,263
3707,10,112,263
3829,10,111,263
3950,10,110,263
10,283,109,263
129,283,108,263
247,283,107,263
364,283,106,263
480,283,106,263
596,283,106,263
712,283,106,263
828,283,106,263
944,283,106,263
1060,283,106,263
1176,283,106,263
1292,283,106,263
10,10,106,263
10,10,106,263
10,10,106,263
10,10,106,263
1408,283,106,263
1524,283,106,263
1640,283,106,263
1756,283,106,263
1872,283,106,263
1988,283,106,263
2104,283,106,263
2220,283,106,263
2336,283,106,263
2452,283,106,263
2568,283,106,263
2684,283,106,263
2800,283,106,263
2916,283,106,263
3032,283,106,263
3148,283,106,263
3264,283,106,263
3380,283,106,263
3496,283,106,263
3612,283,106,263
3728,283,106,263
3844,283,106,263
10,556,355,275
375,556,358,275
743,556,366,275
1119,556,375,275
1504,556,380,275
1894,556,379,275
2283,556,380,275
2673,556,380,275
3063,556,379,275
3452,556,378,275
10,841,378,275
398,841,378,275
786,841,378,275
786,841,378,275
786,841,378,275
786,841,378,275
786,841,378,275
786,841,378,275
1174,841,378,275
1562,841,378,275
1950,841,378,275
2338,841,378,275
2726,841,378,275
3114,841,378,275
3502,841,378,275
3502,841,378,275
10,1126,378,275
398,1126,379,275
787,1126,377,275
1174,1126,373,275
1557,1126,365,275
1932,1126,355,275
2297,1126,333,263
2640,1126,333,263
2983,1126,333,263
3326,1126,333,263
3669,1126,333,263
10,1411,333,263
353,1411,333,263
696,1411,333,263
1039,1411,333,263
1382,1411,333,263
1725,1411,333,263
2068,1411,333,263
2411,1411,333,263
2754,1411,333,263
3097,1411,333,263
3440,1411,333,263
10,1684,333,263
353,1684,333,264
696,1684,333,264
1039,1684,333,263
1382,1684,333,263
1725,1684,333,263
2068,1684,142,263
2220,1684,140,272
2370,1684,132,272
2512,1684,198,270
2720,1684,201,267
2931,1684,216,265
3157,1684,334,265
3501,1684,332,291
10,1985,323,291
343,1985,406,291
759,1985,404,291
1173,1985,395,291
1578,1985,388,291
1976,1985,520,292
2506,1985,518,327
3034,1985,510,327
3554,1985,502,327
10,2322,517,327
537,2322,530,327
1077,2322,545,327
1632,2322,547,327
2189,2322,554,327
2753,2322,560,327
3323,2322,563,327
10,2659,564,327
584,2659,564,327
1158,2659,564,327
1732,2659,563,327
2305,2659,560,313
2875,2659,556,313
3441,2659,552,313
10,2996,548,313
10,10,106,263
10,10,106,263
10,10,106,263
10,10,106,263
10,10,106,263
568,2996,106,263
684,2996,106,263
800,2996,106,263
916,2996,106,263
1032,2996,106,263
1148,2996,107,263
1265,2996,107,263
1382,2996,109,263
1501,2996,108,263
1619,2996,109,263
1738,2996,107,263
1855,2996,131,263
1996,2996,146,263
2152,2996,144,263
2306,2996,141,263
2457,2996,138,263
2605,2996,132,263
2747,2996,128,263
2885,2996,121,263
3016,2996,110,263
3136,2996,111,263
3257,2996,114,263
3381,2996,114,263
3505,2996,113,263
3628,2996,113,263
3751,2996,112,263
3873,2996,107,263
10,3319,106,263
126,3319,106,263
242,3319,201,263
453,3319,485,263
948,3319,659,263
1617,3319,663,263
2290,3319,667,263
2967,3319,670,263
10,3592,673,263
693,3592,674,263
1377,3592,675,263
2062,3592,675,263
2747,3592,674,263
10,3865,672,263
692,3865,661,263
1363,3865,618,263
1991,3865,604,263
2605,3865,599,263
3214,3865,116,263
3340,3865,112,263
3462,3865,109,263
3581,3865,107,263
3698,3865,106,263
3814,3865,106,263
10,10,106,263
10,10,106,263
10,4138,431,263
451,4138,431,263
892,4138,431,263
1333,4138,431,263
1774,4138,431,263
2215,4138,431,263
2656,4138,431,263
3097,4138,431,263
3538,4138,431,291
10,4439,431,282
451,4439,431,278
892,4439,431,276
1333,4439,431,280
1333,4439,431,280
1333,4439,431,280
1333,4439,431,280
1333,4439,431,280
1333,4439,431,280
1333,4439,431,280
1333,4439,431,280
1774,4439,431,280
2215,4439,431,280
2656,4439,431,280
3097,4439,431,280
3538,4439,431,285
10,4734,431,285
451,4734,431,292
892,4734,431,292
1333,4734,431,298
1774,4734,431,298
2215,4734,431,300
2656,4734,431,300
